insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(72000,'1984',2020,'청운동','청운빌라',10,16,144.36,'4-35',11110,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9900,'2014',2020,'십정동','동암래미안',10,9,24.96,'486-6',28237,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11700,'1991',2020,'십정동','은하빌라타운(196-5)',10,9,36.13,'196-5',28237,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8900,'1987',2020,'십정동','연풍빌라(590-9)',10,9,54.24,'590-9',28237,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(18950,'2008',2020,'십정동','이레하이니스',10,12,69.79,'573',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(15200,'2002',2020,'십정동','세인빌',10,12,57.23,'181-57',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7000,'2002',2020,'십정동','가람플러스빌',10,12,41.71,'400-8',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8500,'1990',2020,'십정동','대성빌라(350-20)',10,13,36.58,'350-20',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13300,'1989',2020,'십정동','정원빌라(166-27)',10,14,38.55,'166-27',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(5650,'1987',2020,'십정동','삼미빌라(583-12)',10,14,31.32,'583-12',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12000,'2002',2020,'십정동','삼정베스트빌',10,15,58.59,'418-2',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8000,'1987',2020,'십정동','김포빌라(315-67)',10,15,47.92,'315-67',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6000,'1987',2020,'십정동','우진(353-19)',10,15,34.92,'353-19',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9500,'2000',2020,'십정동','드림빌리지(425-14)',10,16,51.61,'425-14',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7300,'2002',2020,'십정동','한양맨션2차(476-12)',10,16,29.64,'476-12',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22500,'2001',2020,'십정동','동부주택(174-49)',10,17,41.97,'174-49',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6900,'1994',2020,'십정동','제일빌라',10,17,37.6,'391-4',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11200,'1991',2020,'십정동','은하빌라타운(196-3)',10,17,33.74,'196-3',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13800,'2002',2020,'십정동','우주골드타운(479-55)',10,17,58.09,'479-55',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9700,'1992',2020,'십정동','태정빌라',10,18,40.9,'182-86',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(18900,'2017',2020,'십정동','보노하우스',10,19,66.64,'496-17',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10500,'1987',2020,'십정동','연풍빌라(590-17)',10,19,59.86,'590-17',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7000,'2013',2020,'십정동','동암허브빌',10,20,15.64,'519-7',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8500,'1991',2020,'십정동','금보빌라(산33-42)',10,20,38.67,'33-42',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7500,'2013',2020,'십정동','(467-11)',10,20,14.825,'467-11',28237,7,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6100,'1989',2020,'십정동','경인빌라(571-19)',10,20,40.675,'571-19',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9300,'1990',2020,'십정동','석탑빌라(591-1)',10,20,40.53,'591-1',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6100,'2001',2020,'십정동','현대하이츠빌라(179-81)',10,22,36.51,'179-81',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(17000,'1993',2020,'십정동','소망빌라(174-27)',10,22,36.12,'174-27',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7250,'1992',2020,'십정동','은탑빌라',10,22,36.6,'181-53',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13200,'2012',2020,'십정동','대웅빌리지',10,22,55.65,'579-16',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11000,'2002',2020,'십정동','현대하이츠빌라(181-49)',10,23,32.17,'181-49',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12800,'2011',2020,'십정동','월드캐슬',10,23,43.86,'281-10',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(17000,'2001',2020,'십정동','백운골드타운(174-59)',10,23,42.75,'174-59',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13800,'2002',2020,'십정동','우주골드타운(479-185)',10,24,59.98,'479-185',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13000,'1991',2020,'십정동','은하빌라타운(195-8)',10,24,32.41,'195-8',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6000,'1993',2020,'십정동','평산빌라(578-9)',10,24,44.37,'578-9',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(19500,'1990',2020,'십정동','신촌아트빌라',10,24,36.87,'174-64',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(4000,'1987',2020,'십정동','삼미빌라(584-26)',10,26,33.42,'584-26',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8000,'2003',2020,'십정동','한양탑스빌(181-253)',10,26,39.44,'181-253',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12000,'2001',2020,'십정동','대창쉐르빌',10,26,50.68,'181-100',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8500,'2001',2020,'십정동','삼성탑스빌(181-59)',10,26,35.85,'181-59',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16000,'1991',2020,'십정동','현대빌라(177-22)',10,26,39.39,'177-22',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10200,'2008',2020,'십정동','다솔하이츠빌(297-29)',10,26,48.06,'297-29',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(15000,'2011',2020,'십정동','제일하우징',10,27,67.4,'91-10',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7200,'1991',2020,'산곡동','명보빌라(234-38) E동',10,5,36.25,'234-38',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(38300,'2020',2020,'산곡동','산곡 더 힐',10,12,61.742,'310-39',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(35450,'2002',2020,'산곡동','스카이빌(78-62)',10,12,54.41,'78-62',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(32500,'2020',2020,'산곡동','산곡 더 힐',10,13,53.65,'310-39',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(40050,'1998',2020,'산곡동','산곡그린빌라트100동(63-80)',10,13,63.96,'63-80',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(31950,'1991',2020,'산곡동','삼영빌라바동(34-19)',10,15,38.85,'34-19',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(39500,'2020',2020,'산곡동','산곡 더 힐',10,15,63.632,'310-39',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6500,'1990',2020,'산곡동','동원빌라1동(82-134)',10,16,30.87,'82-134',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(41000,'2002',2020,'산곡동','스카이빌(78-61)',10,16,58.72,'78-61',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(20500,'1992',2020,'산곡동','서울빌라2동(369-581)',10,18,51.29,'369-581',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(5700,'1992',2020,'산곡동','현대빌라마동(370-280)',10,19,36.35,'370-280',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11000,'2002',2020,'산곡동','씨티타운(409-9)',10,20,34.1,'409-9',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10000,'2000',2020,'산곡동','전원하이츠맨션',10,20,41.48,'7-55',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(26750,'1996',2020,'산곡동','세원하이츠1동(77-46)',10,21,25.98,'77-46',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7300,'1992',2020,'산곡동','함벽빌라101동(251-48)',10,21,30.48,'251-48',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(19500,'2000',2020,'산곡동','성경빌라',10,22,46.12,'370-4',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(22000,'1998',2020,'산곡동','한마음맨션',10,22,55.43,'370-84',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8200,'1994',2020,'산곡동','성경빌라가동(370-313)',10,23,48.87,'370-313',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16000,'2001',2020,'산곡동','소망하이츠빌(370-87)',10,24,33.16,'370-87',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(29100,'2000',2020,'산곡동','가람빌리지A동(77-3)',10,24,32.35,'77-3',28237,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(18000,'2002',2020,'산곡동','우열빌라',10,26,40.03,'317-129',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11000,'1994',2020,'청천동','성웅산호빌라(236-66)',10,8,40.58,'236-66',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10900,'1994',2020,'청천동','성웅산호빌라(236-59)',10,8,37.2,'236-59',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(5000,'2001',2020,'청천동','성민베스트빌',10,9,35.34,'10-35',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9900,'2000',2020,'청천동','효마을타운(380-23)',10,9,59.92,'380-23',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8000,'2002',2020,'청천동','미래타운102동(378-15)',10,9,34.77,'378-15',28237,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11000,'2002',2020,'청천동','대성파크맨션(234-7)',10,9,32.75,'234-7',28237,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13300,'2001',2020,'청천동','주영탑스빌(302-67)',10,10,59.35,'302-67',28237,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10300,'1994',2020,'청천동','대원빌라(259-24)',10,12,39.71,'259-24',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11500,'2002',2020,'청천동','삼성에센빌가동(175-35)',10,12,38.355,'175-35',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(14000,'1979',2020,'청천동','진정주택(190-73)',10,12,52.23,'190-73',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7800,'1978',2020,'청천동','삼일',10,13,48,'174-7',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10800,'1994',2020,'청천동','대원빌라(259-20)',10,13,39.71,'259-20',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12500,'1994',2020,'청천동','성웅산호빌라(236-54)',10,16,43.12,'236-54',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7000,'1990',2020,'청천동','우주빌라(3-47)',10,16,36.6,'3-47',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9900,'1994',2020,'청천동','삼우시티빌(199-49)',10,17,43.96,'199-49',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9300,'1980',2020,'청천동','효성빌라(377-7)',10,19,52.1,'377-7',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9600,'1992',2020,'청천동','성원그린타운(234-19)',10,20,38.28,'234-19',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11300,'2002',2020,'청천동','삼성에센빌D동(175-45)',10,20,38.355,'175-45',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10500,'2002',2020,'청천동','삼성홈타운',10,21,38.355,'175-34',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10300,'1994',2020,'청천동','성웅산호빌라(236-58)',10,22,37.2,'236-58',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10500,'1994',2020,'청천동','성웅산호빌라(236-61)',10,22,37.2,'236-61',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10600,'1994',2020,'청천동','성웅산호빌라(236-62)',10,23,37.2,'236-62',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(11000,'2000',2020,'청천동','효마을타운(380-26)',10,26,55.63,'380-26',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(4000,'2000',2020,'청천동','주천그린빌라(68-29)',10,29,37.04,'68-29',28237,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(28650,'1995',2020,'청천동','화인빌리지103동(108-31)',10,29,35.85,'108-31',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7900,'2001',2020,'청천동','넥스빌1동(190-178)',10,30,36.06,'190-178',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13700,'2003',2020,'청천동','베스트빌',10,30,63.71,'78',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12250,'1993',2020,'청천동','세종대원빌라(301-44)',10,31,39.74,'301-44',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6700,'1988',2020,'삼산동','성우빌라(3동)',10,5,32.76,'235-3',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12000,'1995',2020,'삼산동','삼산창성그린타운(가,나동)',10,5,59.7,'208-2',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(16700,'2010',2020,'삼산동','해마루빌리지',10,5,46.4975,'207-2',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(5000,'1989',2020,'삼산동','건영빌라(가동)',10,6,26.84,'167-1',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9500,'1990',2020,'삼산동','유성빌라(11동)',10,7,36.34,'78-5',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6200,'1989',2020,'삼산동','영진빌라(다동)',10,9,35.87,'74-12',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7300,'1989',2020,'삼산동','삼익파크1차(9동)',10,10,36.57,'257-11',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6000,'1994',2020,'삼산동','무궁화빌라(1동)',10,10,39.83,'167-15',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(10500,'1991',2020,'삼산동','태경빌라(4,5동)',10,14,36.44,'260-1',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(9900,'2001',2020,'삼산동','현대하트웰(103동)',10,19,43.56,'375-12',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(5000,'1990',2020,'삼산동','유성빌라(6동)',10,20,37.06,'78-15',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12500,'2002',2020,'삼산동','한솔스위트타운(4동)',10,21,59.97,'67-14',28237,5,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7500,'1988',2020,'삼산동','수도빌라(7동)',10,23,34.36,'236-12',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6000,'1991',2020,'삼산동','보우하트빌라(16동)',10,26,40.74,'377-8',28237,4,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13400,'2002',2020,'삼산동','서광아트빌(9동)',10,26,67.13,'167-111',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(6000,'1989',2020,'삼산동','수도빌라(11동)',10,26,32.94,'236-1',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8000,'1989',2020,'삼산동','수도빌라(9동)',10,29,35.43,'236-10',28237,3,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(13800,'1997',2020,'갈산동','신다우빌리지(110동)',10,5,29.97,'120-22',28237,1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(7600,'1991',2020,'갈산동','대신빌라(2동)',10,6,35.37,'54-14',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(8000,'1994',2020,'갈산동','삼화빌라(B1,B2동)',10,10,38.67,'179-6',28237,2,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(3300,'1990',2020,'갈산동','영주빌라(6,7동)',10,13,35.67,'30-2',28237,-1,0,false,true);
insert into housedeal(dealAmount, buildYear, dealYear, dong, AptName, dealMonth, dealDay, area, jibun, code, floor, rentMoney, aptType, dealType) values(12000,'2002',2020,'갈산동','서진아이원(가동)',10,13,38.85,'17-18',28237,5,0,false,true);
